Generation 0 average fitness: 41.58701878059255
Generation 1 average fitness: 43.06256095814928
Warning: generation 2 has lower average fitness
Generation 2 average fitness: 42.952513760580835
Generation 3 average fitness: 43.09923365675893
Generation 4 average fitness: 43.547579588956
Generation 5 average fitness: 44.03943627412925
Warning: generation 6 has lower average fitness
Generation 6 average fitness: 43.91949945963551
Generation 7 average fitness: 44.379390764932516
Warning: generation 8 has lower average fitness
Generation 8 average fitness: 43.69155292192234
Generation 9 average fitness: 43.83677900233817
Generation 10 average fitness: 43.914743087093655
Generation 11 average fitness: 44.86078395575945
Warning: generation 12 has lower average fitness
Generation 12 average fitness: 43.18424162517948
Generation 13 average fitness: 45.34969278143724
Generation 14 average fitness: 45.40958279937785
Generation 15 average fitness: 46.311497599290504
Warning: generation 16 has lower average fitness
Generation 16 average fitness: 44.27670892408859
Generation 17 average fitness: 45.19989967260312
Warning: generation 18 has lower average fitness
Generation 18 average fitness: 44.73757260902792
Warning: generation 19 has lower average fitness
Generation 19 average fitness: 44.27059120604778
Warning: generation 20 has lower average fitness
Generation 20 average fitness: 44.24175609556526
Generation 21 average fitness: 45.943272680452544
Warning: generation 22 has lower average fitness
Generation 22 average fitness: 45.24816232926096
Generation 23 average fitness: 45.24899139685275
Generation 24 average fitness: 46.647159156973046
Time, Stove, Ready, Assistant, Remarks
1.5523216277485128,-4.122975509284238,3.581184654979557,-4.7815226458215845,-2.716226156426477,38.55297157622739
3.1448472851883853,-0.2538854726433426,3.7022524109552375,-2.1954352413280698,-3.9715358757532346,38.56003986048829
1.5523216277485128,-4.122975509284238,3.581184654979557,-4.670987009296108,-3.8184249089225286,38.55297157622739
2.7946201940629916,-4.833815992069712,4.173028407653371,-3.7640834111217747,1.8619935124703684,38.547008547008545
1.5523216277485128,-4.122975509284238,3.581184654979557,-4.670987009296108,-0.2644025223548656,38.55297157622739
3.1827659899022915,1.4346370607006085,4.058075618008562,0.03443720532807859,-4.623711802895823,38.55297157622739
-2.3602097628148933,-2.8292251276334923,1.4459608323517337,3.035568476303048,2.9758330074844164,38.55094726062468
1.5523216277485128,-4.122975509284238,3.581184654979557,-4.670987009296108,-0.2644025223548656,38.55297157622739
1.5523216277485128,-4.122975509284238,3.581184654979557,-4.670987009296108,-0.2644025223548656,38.55297157622739
-3.3117603726927616,-2.795631692050762,4.996982657955019,-2.066842874853413,3.5795178108014998,38.5374677002584
3.695015280113868,-2.8292251276334923,2.574687661977247,-2.6545156989049437,0.584657853079583,38.52701325178389
1.7355471165364191,-3.378803125817773,3.7022524109552375,-0.13384212426360698,0.584657853079583,38.50645994832041
4.924119958220633,-3.378803125817773,4.298366765791638,-4.542497397318939,-3.6199644924929144,38.50645994832041
3.1827659899022915,1.9419144342817987,2.574687661977247,-1.575542195613231,0.584657853079583,38.494949494949495
-4.654854516028429,-3.490513844191164,-2.147337559560728,4.500741554476571,-3.9955264551875436,38.47099311701081
1.2951696073450805,-4.131720631547172,2.574687661977247,-4.896561608635707,4.0025124242856105,38.45994832041343
1.2951696073450805,-4.131720631547172,2.574687661977247,-4.896561608635707,4.0025124242856105,38.45994832041343
1.2951696073450805,-4.131720631547172,2.574687661977247,-4.896561608635707,4.0025124242856105,38.45994832041343
-3.1012736713865943,-2.756483357304206,2.957629325326173,3.7260022064594907,2.909912529145756,38.45994832041343
1.9736482996444007,-4.131720631547172,4.211849142100604,-0.4102829795177634,-0.2182414459957407,38.45994832041343
-1.2731915569317263,-2.472863092020595,3.2073994381002375,1.0421196182524,-2.716226156426477,38.43527013251784
3.695015280113868,-4.122975509284238,-2.152422628208325,4.041130458518818,0.584657853079583,38.4287812041116
1.729176177213362,1.4654048695192756,3.9325154096319928,0.2057974168549812,-0.2644025223548656,38.41343669250646
-1.8773596829942574,-3.911642129945484,-4.03253808892592,4.2069242309271875,-0.2644025223548656,38.407738095238095
-1.8773596829942574,-2.756483357304206,3.308717176212241,1.6987399340891685,-3.3157882538103056,38.41343669250646
1.729176177213362,1.4654048695192756,3.9325154096319928,0.2057974168549812,2.024002969375955,38.41343669250646
-1.9489399840601562,-3.911642129945484,-4.03253808892592,3.2117593355556586,4.0479633266169905,38.407738095238095
-2.717943427297315,3.703868474193401,2.957629325326173,4.411591650682242,1.4912778490363845,38.379204892966364
-3.3117603726927616,-2.472863092020595,1.7675158126179111,4.431342030410232,2.9758330074844164,38.36661546338966
-3.1012736713865943,4.870607701655098,3.3960070975106387,3.7260022064594907,2.909912529145756,38.35881753312946
3.1448472851883853,-3.490513844191164,4.173028407653371,-4.7815226458215845,1.5487032039443038,38.36692506459948
3.1448472851883853,-3.490513844191164,4.173028407653371,-4.69676598390095,3.5795178108014998,38.36692506459948
4.928930234553402,4.462870461773742,3.768313327991118,-2.0586076023935918,-2.447053077514391,38.335824613851514
-0.7446739920799894,2.78012169509812,3.6643958254821243,1.1810893924149646,2.647332228959809,38.32818930041152
4.928930234553402,4.462870461773742,3.768313327991118,-2.0586076023935918,-2.447053077514391,38.335824613851514
3.695015280113868,4.462870461773742,3.768313327991118,-0.4102829795177634,-2.447053077514391,38.34352701325178
3.3671023425673017,-4.122975509284238,3.581184654979557,-3.5097959709911155,4.309744566729691,38.32818930041152
3.695015280113868,-2.8292251276334923,-2.152422628208325,3.7260022064594907,2.909912529145756,38.29662261380323
-0.7446739920799894,-1.5858077045226757,3.6643958254821243,1.1810893924149646,2.647332228959809,38.29098156452416
1.9736482996444007,1.1690733082024032,4.101864431775363,1.7974047406841356,3.9646730349624395,38.29765545361875
2.1207473149511147,-0.9847050383103761,1.2267776212353017,-2.327549784892,-0.05175313168574469,38.27390180878553
1.7963441988044533,4.023822075190283,2.574687661977247,0.03443720532807859,-2.447053077514391,38.26707441386341
-0.873617590925539,-1.4672349590272415,4.058075618008562,2.8662119087195483,1.160256036279077,38.23559670781893
4.924119958220633,-1.5858077045226757,0.9492704076592613,-3.700719830781437,1.3982453788594462,38.23255813953488
1.8516945364381856,0.9341750096106907,3.7022524109552375,-3.311764569688458,-3.9715358757532346,38.22739018087855
-0.7446739920799894,-0.9847050383103761,3.859890607845564,1.1810893924149646,2.647332228959809,38.22739018087855
-3.6502309374681383,-2.472863092020595,0.6115396815496323,4.431342030410232,3.5795178108014998,38.21188630490956
-0.960492716573258,4.870607701655098,4.058075618008562,2.8662119087195483,-3.8184249089225286,38.175331294597356
1.7996314285111232,2.4646189494919177,3.7099899505642266,1.9438778096840874,-2.1754323256446595,38.18087855297158
1.2951696073450805,-4.122975509284238,3.581184654979557,-4.8952142543009725,-2.716226156426477,38.18087855297158
1.2951696073450805,-1.5858077045226757,4.996982657955019,-2.8048058278591723,2.365318985103844,38.1343669250646
1.7963441988044533,0.9932612298054986,4.076025843073378,-2.412850969370255,-1.3655590508175086,38.1343669250646
1.470896157115674,-1.600685405591106,-1.6403194508014165,3.035568476303048,4.309744566729691,38.12919896640827
1.023491755424124,4.870607701655098,4.298366765791638,2.06582771490507,-1.2648774101424198,38.10852713178294
1.9736482996444007,2.1282876669560924,4.181226624503067,2.0750481360990216,-0.2182414459957407,38.08785529715762
1.470896157115674,-1.4672349590272415,3.859890607845564,-3.1136326502312537,-3.221418060202602,38.09670781893004
3.1580262898375704,-1.804353858409221,-1.7157823134001249,3.9239922211823846,-4.1899619726530215,38.036175710594314
3.1580262898375704,-1.804353858409221,-1.7157823134001249,3.9239922211823846,-0.2182414459957407,38.036175710594314
3.1530004995732757,1.1690733082024032,-1.4933199264744523,4.2069242309271875,1.3982453788594462,38.036175710594314
3.1580262898375704,-1.804353858409221,-1.7157823134001249,3.9239922211823846,-3.9715358757532346,38.036175710594314
3.695015280113868,4.462870461773742,3.768313327991118,-2.5259614343072876,-1.1809115283872251,38.04134366925065
-4.040849782791851,-4.253162400609484,4.298366765791638,3.5494425542687917,3.9426018708646247,38.04134366925065
1.023491755424124,-1.5858077045226757,4.211849142100604,0.2057974168549812,-0.2182414459957407,38.02242609582059
-2.7250512870255026,2.486794430393891,-1.54404541615245,3.7196147269016837,-1.809117110107783,37.992831541218635
-4.654854516028429,-4.59739997657271,4.956474530725689,4.500741554476571,-4.623711802895823,37.99483204134367
-0.14592684216807061,-4.753608943267446,3.7022524109552375,0.4329944734919948,-0.05175313168574469,37.99483204134367
-4.654854516028429,-4.59739997657271,4.956474530725689,4.500741554476571,-0.2182414459957407,37.99483204134367
1.9736482996444007,-4.122975509284238,3.581184654979557,-4.8952142543009725,2.909912529145756,37.97708021923268
-2.7250512870255026,-0.7484360492828355,3.3400671067021452,3.7196147269016837,3.9426018708646247,37.94832041343669
3.1448472851883853,-3.8172395642364654,4.173028407653371,-4.419278482934482,3.5795178108014998,37.94832041343669
3.695015280113868,-2.8292251276334923,3.581184654979557,-3.1136326502312537,-0.2644025223548656,37.94832041343669
3.1448472851883853,-0.2538854726433426,4.173028407653371,-2.1954352413280698,1.5487032039443038,37.930682976554536
-2.252688088782878,-4.122975509284238,3.581184654979557,2.296247843252841,-0.2644025223548656,37.90180878552971
4.455435238558506,1.9435982026804464,4.996982657955019,-2.066842874853413,0.889566744924073,37.88739412057797
4.924119958220633,3.703868474193401,3.308717176212241,0.03443720532807859,-2.136496656146347,37.86522633744856
-4.3756415450924715,-0.7484360492828355,3.3400671067021452,4.755990992018862,3.9426018708646247,37.83893985728848
3.695015280113868,-4.122975509284238,3.581184654979557,-4.7815226458215845,2.62339214793172,37.842551071250625
3.695015280113868,-4.122975509284238,3.581184654979557,-4.7815226458215845,-2.716226156426477,37.842551071250625
4.924119958220633,1.5141725955688052,4.462799231128239,-2.679854589084849,-0.05175313168574469,37.80878552971576
0.26622487063202804,-2.8292251276334923,4.298366765791638,1.7974047406841356,0.584657853079583,37.76227390180878
3.695015280113868,0.9932612298054986,2.574687661977247,-2.6545156989049437,1.1737320780723302,37.76227390180878
2.644174750229613,1.4346370607006085,4.956474530725689,1.1227107957602591,-4.623711802895823,37.747196738022424
4.487731293348228,-1.8439102686496445,1.2267776212353017,-3.1047518009400665,-0.05175313168574469,37.731266149870805
2.5592906017836556,4.023822075190283,4.104237896984159,2.0750481360990216,-0.6454147907237209,37.71576227390181
1.9736482996444007,-4.59739997657271,3.9325154096319928,-4.753598088924138,-3.9955264551875436,37.71576227390181
-4.912347984009671,2.9226986048463024,0.13838515777638705,4.411591650682242,3.005015977687794,37.69805680119582
-3.3117603726927616,1.9740623582673624,-1.3100139241962938,4.041130458518818,4.750945286878478,37.68561187916026
1.7355471165364191,-3.2754805938786022,-1.2222623949847655,2.3168616182209556,2.024002969375955,37.66865079365079
-0.14592684216807061,-4.253162400609484,3.7022524109552375,-0.7856691076841349,1.451410563867988,37.66925064599483
-4.3756415450924715,-4.59739997657271,3.3400671067021452,4.755990992018862,-0.2182414459957407,37.675371223758326
-0.7446739920799894,2.486794430393891,3.581184654979557,2.836737068052484,-1.1809115283872251,37.65545361875637
-1.8773596829942574,1.1690733082024032,-2.9532041783900964,3.7196147269016837,-2.6496687347111503,37.634408602150536
2.4160647491094265,-0.6354197661512293,4.076025843073378,-2.412850969370255,3.123853595986354,37.63374485596708
1.729176177213362,2.1009792336370268,3.3400671067021452,1.2408633352636933,-3.3157432051636726,37.60958205912334
3.695015280113868,-4.122975509284238,3.768313327991118,-2.5259614343072876,-2.447053077514391,37.576227390180875
-2.3602097628148933,-4.753608943267446,3.7022524109552375,2.836737068052484,-3.9715358757532346,37.576227390180875
3.0245199870009802,1.4673751166830087,4.104237896984159,2.102161299806853,1.1852617417829814,37.53488372093023
-2.7216755497009237,1.1690733082024032,-2.147337559560728,4.041130458518818,2.9758330074844164,37.54224270353303
4.924119958220633,-0.9847050383103761,3.677538087856556,-3.1136326502312537,-3.221418060202602,37.541152263374485
-0.8275184057665408,-2.795631692050762,-2.152422628208325,2.06582771490507,-3.221418060202602,37.52976190476191
-0.960492716573258,-2.8292251276334923,-2.147337559560728,2.3168616182209556,-1.886090283394859,37.52976190476191
-3.6502309374681383,-2.795631692050762,-1.3100139241962938,4.431342030410232,2.647332228959809,37.48511904761905
-2.9325555191812134,-3.973974631154941,4.058075618008562,2.8662119087195483,-3.8184249089225286,37.48320413436693
-3.6502309374681383,-2.795631692050762,-1.3100139241962938,4.431342030410232,2.647332228959809,37.48511904761905
4.924119958220633,1.4654048695192756,3.9325154096319928,0.9679232516041605,-0.2644025223548656,37.43669250645995
1.9736482996444007,-4.253162400609484,3.9325154096319928,-4.753598088924138,2.4298790247164668,37.43669250645995
4.924119958220633,1.4654048695192756,3.9325154096319928,0.9679232516041605,-3.9715358757532346,37.43669250645995
-0.960492716573258,1.9419144342817987,4.211849142100604,4.431342030410232,-0.2182414459957407,37.3802242609582
1.7355471165364191,-3.378803125817773,4.996982657955019,0.03443720532807859,2.024002969375955,37.3802242609582
3.695015280113868,1.9740623582673624,-1.3100139241962938,4.041130458518818,4.750945286878478,37.38095238095238
4.924119958220633,3.703868474193401,3.677538087856556,0.9679232516041605,1.4912778490363845,37.340534979423865
1.7355471165364191,2.78012169509812,4.454781512318519,1.1810893924149646,2.024002969375955,37.343669250645995
1.6128365158670919,-4.122975509284238,3.581184654979557,-2.327549784892,-0.2644025223548656,37.343669250645995
3.695015280113868,-0.9847050383103761,2.574687661977247,-2.0042558717984917,-3.221418060202602,37.343669250645995
-2.9325555191812134,2.312509282566923,1.6743658680036875,4.411591650682242,-1.0471518993941853,37.319382162431495
3.937609837581034,-4.753608943267446,4.058075618008562,-3.7640834111217747,-3.9715358757532346,37.297157622739014
1.9736482996444007,-2.4216537788766046,3.9325154096319928,-4.419278482934482,-0.2644025223548656,37.297157622739014
-4.112787828878041,-4.253162400609484,-2.152422628208325,4.755990992018862,3.9426018708646247,37.286135693215336
1.023491755424124,4.870607701655098,4.298366765791638,1.0076081445259728,-1.2648774101424198,37.266149870801044
1.023491755424124,4.870607701655098,4.298366765791638,1.0076081445259728,1.18126362429531,37.266149870801044
-0.873617590925539,-3.378803125817773,3.3400671067021452,2.3168616182209556,3.005015977687794,37.25064599483204
3.695015280113868,-2.8292251276334923,2.971579840060235,-3.522877679818961,0.40395264361976757,37.20413436692506
1.9736482996444007,1.4093151618725148,4.211849142100604,2.296247843252841,-0.2182414459957407,37.15762273901809
-2.7216755497009237,0.4644141190040729,-1.9096541920700538,4.431342030410232,4.750945286878478,37.143559488692226
0.03388515496341249,0.08754689804802673,-1.3100139241962938,3.0117934028612687,3.5795178108014998,37.08653353814644
-0.960492716573258,-1.8439102686496445,1.1916093208287935,1.7430737588178609,2.909912529145756,37.09560723514212
-0.873617590925539,4.870607701655098,4.058075618008562,2.8662119087195483,-3.8184249089225286,37.08010335917313
-0.873617590925539,-0.6354197661512293,3.037173389617994,2.296247843252841,4.768935154107165,37.08010335917313
0.03388515496341249,0.08754689804802673,-1.3100139241962938,3.0117934028612687,2.62339214793172,37.08653353814644
1.4201694533907627,-4.833815992069712,4.454781512318519,-2.6545156989049437,3.123853595986354,37.07818930041152
0.03388515496341249,0.08754689804802673,-1.3100139241962938,3.0117934028612687,3.5795178108014998,37.08653353814644
-1.714439415213227,-4.253162400609484,3.7099899505642266,1.9438778096840874,-1.8987748192742124,37.064599483204134
-1.714439415213227,-4.253162400609484,3.7099899505642266,1.9438778096840874,-1.8987748192742124,37.064599483204134
4.871012223479838,1.4346370607006085,0.766564895992742,-1.4089239996675609,-4.623711802895823,37.03875968992248
-2.717943427297315,-0.2538854726433426,3.7022524109552375,3.0117934028612687,-0.2644025223548656,37.031893004115226
2.5592906017836556,1.4673751166830087,2.574687661977247,-3.1440764690249345,-2.3293853694298106,37.033591731266156
1.7963441988044533,1.9740623582673624,-1.3100139241962938,4.041130458518818,-2.447053077514391,37.004608294930875
3.695015280113868,-2.472863092020595,4.996982657955019,-4.8952142543009725,-2.716226156426477,36.98559670781893
4.859075127758594,-4.122975509284238,3.581184654979557,-2.746684109640322,-1.809117110107783,36.97157622739018
1.023491755424124,-4.122975509284238,3.581184654979557,-0.4102829795177634,-4.065015596817578,36.92506459948321
1.6976423883648373,-4.866907364895098,-0.034790966232513654,1.1810893924149646,2.4298790247164668,36.91691691691692
1.6976423883648373,-4.866907364895098,-0.034790966232513654,1.1810893924149646,2.4298790247164668,36.91691691691692
2.4160647491094265,4.9904716801245605,3.308717176212241,0.1373814719581956,1.1737320780723302,36.89092762487258
1.8516945364381856,-3.2754805938786022,3.388151735365186,-2.8446935051002384,3.123853595986354,36.87855297157623
2.1436356819511815,-0.6105953469503067,1.1916093208287935,-0.4102829795177634,3.487495025728091,36.80103359173127
1.6128365158670919,-1.5858077045226757,4.996982657955019,3.410167040566268,3.487495025728091,36.78552971576227
3.1448472851883853,-2.4216537788766046,4.181226624503067,-2.1954352413280698,4.369667890975364,36.78552971576227
